Code	Codelist Code	Codelist Extensible (Yes/No)	Codelist Name	CDISC Submission Value	CDISC Synonym(s)	CDISC Definition	NCI Preferred Term
C119261	C71153		ECG Test Code	EGVRMED	ECG Median Ventricular Rate	An electrocardiographic measurement of the median rate of ventricular depolarizations (QRS complexes) recorded during an interval of time, usually expressed in beats per minute.	Median Ventricular Rate by Electrocardiogram
C119262	C71153		ECG Test Code	EGVRMIN	ECG Minimum Ventricular Rate	An electrocardiographic measurement of the minimum rate of ventricular depolarizations (QRS complexes) recorded during an interval of time, usually expressed in beats per minute.	Minimum Ventricular Rate by Electrocardiogram
C119263	C71153		ECG Test Code	EGVRMN	ECG Mean Ventricular Rate	An electrocardiographic measurement of the average rate of ventricular depolarizations (QRS complexes) recorded during an interval of time, usually expressed in beats per minute.	Mean Ventricular Rate by Electrocardiogram
C41255	C71153		ECG Test Code	INTP	Interpretation	An act or process of elucidation; explication, or explanation of the meaning of the event or thing via the assignment of objects from the domain to the constants of a formal language, truth-values to the proposition symbols, truth-functions to the connectives, other functions to the function symbols, and extensions to the predicates, if any. The assignments are result of human logic application and are not native to the symbols of the formal language.	Interpretation
C111238	C71153		ECG Test Code	IVTIACD	Intraventricular-Intraatrial Conduction	An electrocardiographic assessment of intraventricular and intra-atrial conduction.	Intraventricular and Intraatrial Conduction ECG Assessment
C117762	C71153		ECG Test Code	JTAG	JT Interval, Aggregate	An aggregate JT value based on the measurement of JT intervals from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	Aggregate JT Interval
C117763	C71153		ECG Test Code	JTCBAG	JTcB Interval, Aggregate	A JT aggregate interval that is corrected for heart rate using Bazett's formula, based on the measurement of QT intervals from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	Aggregate JTCB Interval
C117764	C71153		ECG Test Code	JTCBSB	JTcB Interval, Single Beat	A JT single beat interval that is corrected for heart rate using Bazett's formula, based on a QT interval measured on a single beat utilizing one or more ECG leads.	Single Beat JTCB Interval
C117765	C71153		ECG Test Code	JTCFAG	JTcF Interval, Aggregate	A JT aggregate interval that is corrected for heart rate using Fridericia's formula, based on the measurement of QT intervals from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	Aggregate JTCF Interval
C117766	C71153		ECG Test Code	JTCFSB	JTcF Interval, Single Beat	A JT single beat interval that is corrected for heart rate using Fridericia's formula, based on a QT interval measured on a single beat utilizing one or more ECG leads.	Single Beat JTCF Interval
C62117	C71153		ECG Test Code	JTMAX	Summary (Max) JT Interval	The maximum duration (time) of the JT interval, obtained from a set of measurements of the JT interval. The JT interval is defined as the time from the J point (end of ventricular depolarization, the point at which the QRS meets the ST segment) to the end of the T wave (representing the end of ventricular repolarization). (NCI)	Maximum JT Duration
C62116	C71153		ECG Test Code	JTMIN	Summary (Min) JT Interval	The minimum duration (time) of the JT interval, obtained from a set of measurements of the JT interval. The JT interval is defined as the time from the J point (end of ventricular depolarization, the point at which the QRS meets the ST segment) to the end of the T wave (representing the end of ventricular repolarization). (NCI)	Minimum JT Duration
C117767	C71153		ECG Test Code	JTPAG	J-Tpeak Interval, Aggregate	An aggregate J-Tpeak value based on the measurement of J-Tpeak intervals from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	Aggregate J-T Peak Interval
C117768	C71153		ECG Test Code	JTPSB	J-Tpeak Interval, Single Beat	An electrocardiographic interval measured from the J point to the peak of the T wave of a single beat utilizing one or more leads.	Single Beat J-T Peak Interval
C117769	C71153		ECG Test Code	JTSB	JT Interval, Single Beat	An electrocardiographic interval measured from the J point to the offset of the T wave of a single beat utilizing one or more leads.	Single Beat JT Interval
C111280	C71153		ECG Test Code	MI	Myocardial Infarction	An electrocardiographic assessment of findings suggestive of myocardial infarction.	Myocardial Infarction ECG Assessment
C117770	C71153		ECG Test Code	NEWQWAVE	New Q Wave	An electrocardiographic finding assessment of new or presumed new pathologic Q waves suggestive of myocardial infarction. (Thygesen K, Alpert JS, Jaffe AS, Simoons ML, et al.; Joint ESC/ACCF/AHA/WHF Task Force for Universal Definition of Myocardial Infarction. Third universal definition of myocardial infarction. J Am Coll Cardiol. 2012 Oct 16;60(16):1581-98).	New Q Wave
C118164	C71153		ECG Test Code	P_AXIS	P Wave Axis	A numerical representation of the electrocardiographic vector assessed at maximum deviation of the P wave from the isoelectric baseline, usually reported for the frontal plane.	P Wave Axis
C111285	C71153		ECG Test Code	PACEMAKR	Pacemaker	An electrocardiographic assessment of presence of artificial electronic pacing.	Pacemaker ECG Assessment
C117771	C71153		ECG Test Code	PPAG	PP Interval, Aggregate	An aggregate PP value based on the measurement of PP intervals from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	Aggregate PP Interval
C117772	C71153		ECG Test Code	PPSM	PP Interval, Single Measurement	An electrocardiographic measurement of the interval between the onsets of two consecutive P waves.	Single Measurement PP Interval
C117773	C71153		ECG Test Code	PRAG	PQ Interval, Aggregate; PQAG; PR Interval, Aggregate	An aggregate PR value based on the measurement of PR intervals from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	Aggregate PR Interval
C62131	C71153		ECG Test Code	PRMAX	Summary (Max) PR Duration	The maximum duration (time) of the PR interval, obtained from a set of measurements of the PR interval. The PR interval is defined as the time from the beginning of the P wave (representing the onset of atrial depolarization) to the beginning of the R wave (representing the onset of ventricular depolarization). In some cases, a Q wave will precede the R wave, in which case the PR interval is measured from the beginning of the P wave to the beginning of the Q wave. (NCI)	Maximum PR Duration
C62125	C71153		ECG Test Code	PRMIN	Summary (Min) PR Duration	The minimum duration (time) of the PR interval, obtained from a set of measurements of the PR interval. The PR interval is defined as the time from the beginning of the P wave (representing the onset of atrial depolarization) to the beginning of the R wave (representing the onset of ventricular depolarization). In some cases, a Q wave will precede the R wave, in which case the PR interval is measured from the beginning of the P wave to the beginning of the Q wave. (NCI)	Minimum PR Duration
C117774	C71153		ECG Test Code	PRSB	PQ Interval, Single Beat; PQSB; PR Interval, Single Beat	An electrocardiographic interval measured from the onset of the P wave to the onset of the QRS complex of a single beat utilizing one or more leads.	Single Beat PR Interval
C209539	C71153		ECG Test Code	PRSEGAG	PR Segment, Aggregate	An aggregate PR segment value based on the measurement of PR segment intervals from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	Aggregate PR Segment
C209540	C71153		ECG Test Code	PRSEGSB	PR Segment, Single Beat	An electrocardiographic interval measured from the end of the P wave to the onset of the QRS complex of a single beat utilizing one or more leads.	Single Beat PR Segment
C117775	C71153		ECG Test Code	PWDURAG	P Wave Duration, Aggregate	An aggregate P wave duration value based on the measurement of P wave duration intervals from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	Aggregate P Wave Duration
C117776	C71153		ECG Test Code	PWDURSB	P Wave Duration, Single Beat	An electrocardiographic interval measured from the onset of the P wave to the offset of the P wave of a single beat utilizing one or more leads.	Single Beat P Wave Duration
C117777	C71153		ECG Test Code	PWHTAG	P Wave Amplitude, Aggregate	An aggregate P wave amplitude value based on the measurement of P wave amplitudes from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	Aggregate P Wave Amplitude
C117778	C71153		ECG Test Code	PWHTSB	P Wave Amplitude, Single Beat	An electrocardiographic measurement of the mean amplitude (usually measured in mm) of the P wave measured from the isoelectric baseline to the peak of the P wave of a single beat utilizing one or more leads. Based on the recording gain, this measurement is reported in millivolt.	Single Beat P Wave Amplitude
C120921	C71153		ECG Test Code	QAMAX	Summary (Max) QA Interval	The maximum time interval between the Q wave on an ECG and the onset of the aortic blood pressure pulse.	Maximum QA Interval
C120922	C71153		ECG Test Code	QAMEAN	Summary (Mean) QA Interval	The mean time interval between the Q wave on an ECG and the onset of the aortic blood pressure pulse.	Mean QA Interval
C120923	C71153		ECG Test Code	QAMEDIAN	Summary (Median) QA Interval	The median time interval between the Q wave on an ECG and the onset of the aortic blood pressure pulse.	Median QA Interval
C120924	C71153		ECG Test Code	QAMIN	Summary (Min) QA Interval	The minimum time interval between the Q wave on an ECG and the onset of the aortic blood pressure pulse.	Minimum QA Interval
C118165	C71153		ECG Test Code	QRS_AXIS	QRS Axis	A numerical representation of the electrocardiographic vector assessed at maximum deviation of the QRS complex from the isoelectric baseline, usually reported for the frontal plane.	QRS Axis
C117779	C71153		ECG Test Code	QRSAG	QRS Duration, Aggregate	An aggregate QRS value based on the measurement of QRS intervals from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	Aggregate QRS Duration
C117780	C71153		ECG Test Code	QRSSB	QRS Duration, Single Beat	An electrocardiographic interval measured from the onset of the QRS complex to the offset of the QRS complex of a single beat utilizing one or more leads.	Single Beat QRS Duration
C117781	C71153		ECG Test Code	QRVDVPAG	QRS Duration, Ventr. Paced, Aggregate	An aggregate paced QRS duration value based on the measurement of paced QRS duration intervals from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	Paced Ventricular Aggregate QRS Duration
C117782	C71153		ECG Test Code	QRVDVPSB	QRS Duration, Ventr. Paced, Single Beat	An electrocardiographic interval measured from the onset of the paced QRS complex to the offset of the QRS complex of a single beat utilizing one or more leads.	Paced Ventricular Single Beat QRS Duration
C117783	C71153		ECG Test Code	QTAG	QT Interval, Aggregate	An aggregate QT value based on the measurement of QT intervals from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	Aggregate QT Interval
C124332	C71153		ECG Test Code	QTCAAG	QTca Interval, Aggregate	A QT Aggregate interval that is corrected for heart rate using individual probabilistic QT/RR slopes for each subject, based on the measurement of QT intervals from multiple beats within a single ECG or period of a continuous ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	Aggregate QTca Interval
C124333	C71153		ECG Test Code	QTCASB	QTca Interval, Single Beat	A QT interval that is corrected for heart rate using individual probabilistic QT/RR slopes for each subject, based on a QT interval measured on a single beat utilizing one or more ECG leads.	Single Beat QTca Interval
C117784	C71153		ECG Test Code	QTCBAG	QTcB Interval, Aggregate	A QT aggregate interval that is corrected for heart rate using Bazett's formula, based on the measurement of QT intervals from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	Aggregate QTCB Interval
C117785	C71153		ECG Test Code	QTCBSB	QTcB Interval, Single Beat	A QT single beat interval that is corrected for heart rate using Bazett's formula, based on a QT interval measured on a single beat utilizing one or more ECG leads.	Single Beat QTCB Interval
C117786	C71153		ECG Test Code	QTCFAG	QTcF Interval, Aggregate	A QT aggregate interval that is corrected for heart rate using Fridericia's formula, based on the measurement of QT intervals from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	Aggregate QTCF Interval
C117787	C71153		ECG Test Code	QTCFSB	QTcF Interval, Single Beat	A QT single beat interval that is corrected for heart rate using Fridericia's formula, based on a QT interval measured on a single beat utilizing one or more ECG leads.	Single Beat QTCF Interval
C123448	C71153		ECG Test Code	QTCLAG	QTcL Interval, Aggregate	A QT aggregate interval corrected for heart rate using a linear correction formula.	Aggregate QTcL Interval
C123449	C71153		ECG Test Code	QTCLSB	QTcL Interval, Single Beat	A QT single beat interval corrected for heart rate using a linear correction formula.	Single Beat QTcL Interval
C100391	C71153		ECG Test Code	QTCUNS	QTc Correction Method Unspecified	A QT interval that is corrected for heart rate by unspecified correction method, or by non-standard correction methods.	Corrected QT Interval
C174285	C71153		ECG Test Code	QTCUNSAG	QTc Corr Method Unspecified, Aggregate; QTc Correction Method Unspecified, Aggregate	A QT aggregate interval that is corrected for heart rate by unspecified correction method, or by non-standard correction methods.	QTc Correction Method Unspecified, Aggregate
C174286	C71153		ECG Test Code	QTCUNSSB	QTc Corr Method Unspecified, Single Beat; QTc Correction Method Unspecified, Single Beat	A QT interval that is corrected for heart rate by unspecified correction method, or by non-standard correction methods, based on a QT interval measured on a single beat utilizing one or more ECG leads.	QTc Correction Method Unspecified, Single Beat
C123450	C71153		ECG Test Code	QTCVAG	QTcV Interval, Aggregate	A QT aggregate interval corrected for heart rate using the Van der Water's correction formula.	Aggregate QTcV Interval
C123451	C71153		ECG Test Code	QTCVSB	QTcV Interval, Single Beat	A QT single beat interval corrected for heart rate using the Van der Water's correction formula.	Single Beat QTcV Interval
C62135	C71153		ECG Test Code	QTMAX	Summary (Max) QT Duration	The maximum duration (time) of the QT interval, obtained from a set of measurements of the QT interval. The QT interval is defined as the time from the beginning of the QRS complex to the end of the T wave, representing the time it takes for the ventricles to depolarize and subsequently repolarize. In some cases, the Q wave will be absent, in which case the QT interval is measured from the beginning of the R wave to the end of the T wave. (NCI)	Maximum QT Duration
C62133	C71153		ECG Test Code	QTMIN	Summary (Min) QT Duration	The minimum duration (time) of the QT interval, obtained from a set of measurements of the QT interval. The QT interval is defined as the time from the beginning of the QRS complex to the end of the T wave, representing the time it takes for the ventricles to depolarize and subsequently repolarize. In some cases, the Q wave will be absent, in which case the QT interval is measured from the beginning of the R wave to the end of the T wave. (NCI)	Minimum QT Duration
C117788	C71153		ECG Test Code	QTSB	QT Interval, Single Beat	An electrocardiographic interval measured from the onset of the QRS complex to the offset of the T wave of a single beat utilizing one or more leads.	Single Beat QT Interval
C117789	C71153		ECG Test Code	QWAAG	Q Wave Amplitude, Aggregate	An aggregate Q wave amplitude value based on the measurement of Q wave amplitudes from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	Aggregate Q Wave Amplitude
C117790	C71153		ECG Test Code	QWASB	Q Wave Amplitude, Single Beat	An electrocardiographic measurement of the mean amplitude (usually measured in mm) of the Q wave measured from the isoelectric baseline to the peak of the Q wave of a single beat utilizing one or more leads. Based on the recording gain, this measurement may also be reported in millivolt.	Single Beat Q Wave Amplitude
C111307	C71153		ECG Test Code	RHYNOS	Rhythm Not Otherwise Specified	An electrocardiographic assessment of cardiac rhythm not otherwise specified.	Rhythm Not Otherwise Specified ECG Assessment
C117791	C71153		ECG Test Code	RRAG	RR Interval, Aggregate	An aggregate RR value based on the measurement of RR intervals from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	Aggregate RR Interval
C62094	C71153		ECG Test Code	RRMAX	Summary (Max) RR Duration	The maximum duration (time) between successive peaks of R waves in a particular set of RR intervals. (NCI)	Maximum RR Duration
C62093	C71153		ECG Test Code	RRMIN	Summary (Min) RR Duration	The minimum duration (time) between successive peaks of R waves in a particular set of RR intervals. (NCI)	Minimum RR Duration
C117792	C71153		ECG Test Code	RRSM	RR Interval, Single Measurement	An electrocardiographic measurement of the interval between two consecutive R waves. If R waves are not present, this measurement may utilize the interval between the most easily identified components of the QRS complex within two consecutive beats.	RR Interval Single Measurement
C117793	C71153		ECG Test Code	RSAAG	RS Wave Amplitude, Aggregate	An aggregate RS wave amplitude value based on measurements from multiple beats from a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	RS Wave Amplitude Aggregate
C117794	C71153		ECG Test Code	RSASB	RS Wave Amplitude, Single Beat	An electrocardiographic measurement of the sum of the amplitudes of the R and S waves, obtained from a single beat in one particular lead or set of leads.	RS Wave Amplitude Single Beat
C117795	C71153		ECG Test Code	RWAAG	R Wave Amplitude, Aggregate	An aggregate R wave amplitude value based on the measurement of R wave amplitudes from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	R Wave Amplitude Aggregate
C117796	C71153		ECG Test Code	RWASB	R Wave Amplitude, Single Beat	An electrocardiographic measurement of the mean amplitude (usually measured in mm) of the R wave measured from the isoelectric baseline to the peak of the R wave of a single beat utilizing one or more leads. Based on the recording gain, this measurement is reported in millivolt.	R Wave Amplitude Single Beat
C111312	C71153		ECG Test Code	SNRARRY	Sinus Node Rhythms and Arrhythmias	An electrocardiographic assessment of sinus node rhythms and arrhythmias.	Sinus Node Rhythm and Arrhythmia ECG Assessment
C111320	C71153		ECG Test Code	SPRARRY	Supraventricular Arrhythmias	An electrocardiographic assessment of supraventricular arrhythmias excluding tachycardias.	Supraventricular Arrhythmia ECG Assessment
C111321	C71153		ECG Test Code	SPRTARRY	Supraventricular Tachyarrhythmias	An electrocardiographic assessment of supraventricular tachyarrhythmias.	Supraventricular Tachyarrhythmia ECG Assessment
C117797	C71153		ECG Test Code	STDAG	ST Segment Depression, Aggregate	An aggregate ST segment depression value based on the measurement of ST segment depression from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	ST Segment Depression Aggregate
C62163	C71153		ECG Test Code	STDPMAX	Summary (Max) ST Depression	The maximum depression (negative deflection from baseline, usually measured in mm) of the ST segment, obtained from a set of measurements of the depression of the ST segment. This is usually expressed in millivolt.	Maximum ST Segment Depression by ECG Finding
C62162	C71153		ECG Test Code	STDPMIN	Summary (Min) ST Depression	The minimum depression (negative deflection from baseline, usually measured in mm) of the ST segment, obtained from a set of measurements of the depression of the ST segment. This is usually expressed in millivolt.	Minimum ST Segment Depression by ECG Finding
C117798	C71153		ECG Test Code	STDSB	ST Segment Depression, Single Beat	An electrocardiographic measurement of the mean amplitude (usually measured in mm) of the ST segment depression below the isoelectric baseline measured from the baseline to the ST segment of a single beat utilizing one or more leads. Based on the recording gain, this measurement may also be reported in millivolt.	ST Segment Depression Single Beat
C117799	C71153		ECG Test Code	STDVAG	ST Segment Deviation, Aggregate	An aggregate ST segment deviation value based on the measurement of ST segment deviation from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	ST Segment Deviation Aggregate
C62157	C71153		ECG Test Code	STDVMAX	Summary (Max) ST Deviation	The maximum deviation (distance from baseline, positive or negative, usually measured in mm) of the ST segment, obtained from a set of measurements of the deviation of the ST segment. This is usually expressed in millivolt.	Maximum ST Deviation
C62156	C71153		ECG Test Code	STDVMIN	Summary (Min) ST Deviation	The minimum deviation (distance from baseline, positive or negative, usually measured in mm) of the ST segment, obtained from a set of measurements of the deviation of the ST segment. This is usually expressed in millivolt.	Minimum ST Deviation
C117800	C71153		ECG Test Code	STDVSB	ST Segment Deviation, Single Beat	An electrocardiographic measurement of the mean amplitude (usually measured in mm) of the ST segment deviation above or below the isoelectric baseline measured from the baseline to the ST segment of a single beat utilizing one or more leads. Based on the recording gain, this measurement is reported in millivolt.	ST Segment Deviation Single Beat
C117801	C71153		ECG Test Code	STEAG	ST Segment Elevation, Aggregate	An aggregate ST segment elevation value based on the measurement of ST segment elevation from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	ST Segment Elevation Aggregate
C62160	C71153		ECG Test Code	STELMAX	Summary (Max) ST Elevation	The maximum elevation (positive deflection from baseline, usually measured in mm) of the ST segment, obtained from a set of measurements of the elevation of the ST segment. This is usually reported in millivolt.	Maximum ST Segment Elevation
C62159	C71153		ECG Test Code	STELMIN	Summary (Min) ST Elevation	The minimum elevation (positive deflection from baseline, usually measured in mm) of the ST segment, obtained from a set of measurements of the elevation of the ST segment. This is usually reported in millivolt.	Minimum ST Segment Elevation
C117802	C71153		ECG Test Code	STESB	ST Segment Elevation, Single Beat	An electrocardiographic measurement of the mean amplitude (usually measured in mV) of the ST segment elevation above the isoelectric baseline measured from the baseline to the ST segment of a single beat utilizing one or more leads. Based on the recording gain, this measurement may also be reported in mm.	ST Segment Elevation Single Beat
C117803	C71153		ECG Test Code	STSDURAG	ST Segment Duration, Aggregate	An aggregate ST segment duration value based on the measurement of ST segment duration intervals from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	ST Segment Duration Aggregate
C117804	C71153		ECG Test Code	STSDURSB	ST Segment Duration, Single Beat	An electrocardiographic interval measured from the J point to the onset of the T wave of a single beat utilizing one or more leads.	ST Segment Duration Single Beat
C111363	C71153		ECG Test Code	STSTWUW	ST Segment, T wave, and U wave	An electrocardiographic assessment of the characteristics of the ST segment, T wave, and U wave.	ST Segment, T wave, and U wave ECG Assessment
C117805	C71153		ECG Test Code	SWAAG	S Wave Amplitude, Aggregate	An aggregate S wave amplitude value based on the measurement of S wave amplitudes from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	S Wave Amplitude Aggregate
C117806	C71153		ECG Test Code	SWASB	S Wave Amplitude, Single Beat	An electrocardiographic measurement of the mean amplitude (usually measured in mm) of the S wave measured from the isoelectric baseline to the peak of the S wave of a single beat utilizing one or more leads. Based on the recording gain, this measurement is reported in millivolt.	S Wave Amplitude Single Beat
C118166	C71153		ECG Test Code	T_AXIS	T Wave Axis	A numerical representation of the electrocardiographic vector assessed at maximum deviation of the T wave from the isoelectric baseline, usually reported for the frontal plane.	T Wave Axis
C117807	C71153		ECG Test Code	TECHQUAL	Technical Quality	A statement about an electrocardiographic recording describing technical issues or interference during the recording, processing, or transmission of the data. This does not represent an electrocardiographic diagnosis.	ECG Technical Quality
C117808	C71153		ECG Test Code	TPTEAG	Tpeak-Tend Interval, Aggregate	An aggregate Tpeak-Tend value based on the measurement of Tpeak-Tend from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	T Peak-T End Interval Aggregate
C117809	C71153		ECG Test Code	TPTESB	Tpeak-Tend Interval, Single Beat	An electrocardiographic interval measured from the peak of the T wave to the offset of the T wave of a single beat utilizing one or more leads.	T Peak-T End Interval Single Beat
C117810	C71153		ECG Test Code	TWARAG	T Wave Area, Aggregate	An aggregate T wave area value based on the measurement of T wave areas from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	T Wave Area Aggregate
C117811	C71153		ECG Test Code	TWARSB	T Wave Area, Single Beat	An electrocardiographic measurement of the area of the T wave of a single beat utilizing one or more leads.	T Wave Area Single Beat
C117812	C71153		ECG Test Code	TWDURAG	T Wave Duration, Aggregate	An aggregate T wave duration value based on the measurement of T wave duration intervals from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	T Wave Duration Aggregate
C117813	C71153		ECG Test Code	TWDURSB	T Wave Duration, Single Beat	An electrocardiographic interval measured from the onset of the T wave to the offset of the T wave of a single beat utilizing one or more leads.	T Wave Duration Single Beat
C117814	C71153		ECG Test Code	TWHAG	T Wave Amplitude, Aggregate	An aggregate T wave amplitude value based on the measurement of T wave amplitudes from multiple beats within a single ECG. The method of aggregation, which can vary, is typically a measure of central tendency such as the mean.	T Wave Amplitude Aggregate
C117815	C71153		ECG Test Code	TWHSB	T Wave Amplitude, Single Beat	An electrocardiographic measurement of the mean amplitude (usually measured in mV) of the T wave measured from the isoelectric baseline to the peak of the T wave of a single beat utilizing one or more leads. Based on the recording gain, this measurement may also be reported in mm.	T Wave Amplitude Single Beat
C111330	C71153		ECG Test Code	VTARRY	Ventricular Arrhythmias	An electrocardiographic assessment of ventricular arrhythmias excluding tachycardias.	Ventricular Arrhythmia ECG Assessment
C111331	C71153		ECG Test Code	VTTARRY	Ventricular Tachyarrhythmias	An electrocardiographic assessment of ventricular tachyarrhythmias.	Ventricular Tachyarrhythmia ECG Assessment
